timestamp,price,regime,regime_confidence,strategy,strategy_confidence,signal,causal_sentiment,position,portfolio_value
2025-10-09 08:00:00,122737.57,Tendencia Bajista,0.0,momentum,0.6873149,1.0,0.2,long,488.10290972
2025-10-09 12:00:00,121147.14,Tendencia Alcista,0.0,momentum,0.50254285,1.0,0.2,long,486.51247972
2025-10-09 16:00:00,120951.72,Lateral/Consolidación,0.0,mean_reversion,0.6290259,0.0,0.2,long,486.31705972000003
2025-10-09 20:00:00,121662.4,Lateral/Consolidación,0.0,momentum,0.52921665,1.0,0.0,long,487.02773972
2025-10-10 00:00:00,121026.01,Tendencia Bajista,0.0,momentum,0.5184671,1.0,0.0,long,486.39134972
2025-10-10 04:00:00,120932.05,Tendencia Alcista,0.0,mean_reversion,0.5243079,0.0,0.2,long,486.29738972
2025-10-10 08:00:00,121554.55,Alta Volatilidad/Pánico,0.0,momentum,0.62970406,-1.0,0.2,long,486.91988972
2025-10-10 12:00:00,119018.98,Tendencia Alcista,0.0,momentum,0.76318544,-1.0,0.2,long,484.38431972
2025-10-10 16:00:00,116661.5,Alta Volatilidad/Pánico,0.0,mean_reversion,0.72978944,1.0,0.0,long,482.02683972
2025-10-10 20:00:00,112774.5,Alta Volatilidad/Pánico,0.0,mean_reversion,0.60315895,1.0,0.0,long,478.13983972
2025-10-11 00:00:00,112300.01,Tendencia Bajista,0.0,mean_reversion,0.48946106,1.0,-0.3,long,477.66534972
2025-10-11 04:00:00,110384.61,Alta Volatilidad/Pánico,0.0,mean_reversion,0.75627905,1.0,-0.3,long,475.74994972
2025-10-11 08:00:00,112280.0,Tendencia Alcista,0.0,mean_reversion,0.828993,1.0,-0.3,long,475.63955512000007
2025-10-11 12:00:00,111793.2,Lateral/Consolidación,0.0,mean_reversion,0.79434294,0.0,-0.3,long,475.04046511000007
2025-10-11 16:00:00,111178.31,Tendencia Alcista,0.0,mean_reversion,0.6578864,0.0,-0.3,long,474.42557511000007
2025-10-11 20:00:00,110644.4,Tendencia Alcista,0.0,mean_reversion,0.61881256,0.0,-0.3,long,473.8916651100001
2025-10-12 00:00:00,110676.0,Tendencia Alcista,0.0,mean_reversion,0.7013326,0.0,-0.3,long,473.92326511000005
2025-10-12 04:00:00,111525.2,Tendencia Alcista,0.0,mean_reversion,0.71918505,0.0,-0.3,long,474.77246511000004
2025-10-12 08:00:00,111848.36,Tendencia Alcista,0.0,momentum,0.51286453,-1.0,-0.3,long,475.09562511000007
2025-10-12 12:00:00,113198.2,Tendencia Alcista,0.0,momentum,0.6149812,-1.0,-0.3,long,476.44546511000004
2025-10-12 16:00:00,114342.28,Tendencia Alcista,0.0,mean_reversion,0.7137201,0.0,-0.3,long,477.5895451100001
2025-10-12 20:00:00,114958.8,Tendencia Alcista,0.0,mean_reversion,0.70252943,0.0,-0.3,long,478.20606511000005
2025-10-13 00:00:00,114821.12,Tendencia Alcista,0.0,mean_reversion,0.90816534,0.0,-0.3,long,478.06838511000007
2025-10-13 04:00:00,115399.67,Tendencia Alcista,0.0,mean_reversion,0.682846,0.0,-0.3,long,478.6469351100001
2025-10-13 08:00:00,114180.0,Tendencia Bajista,0.0,mean_reversion,0.71282685,0.0,-0.3,long,477.42726511000006
2025-10-13 12:00:00,114312.1,Tendencia Bajista,0.0,mean_reversion,0.6925045,0.0,-0.3,long,477.55936511000004
2025-10-13 16:00:00,115792.84,Tendencia Bajista,0.0,mean_reversion,0.82440114,0.0,-0.3,long,479.04010511000007
2025-10-13 20:00:00,115166.0,Tendencia Bajista,0.0,mean_reversion,0.8321818,0.0,-0.3,long,478.41326511000005
2025-10-14 00:00:00,113423.01,Tendencia Bajista,0.0,mean_reversion,0.7656221,0.0,-0.3,long,476.67027511000003
