2025-10-21 22:43:53,678 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:44:23,681 | INFO | 
🔍 CICLO 30 - 22:44:23
2025-10-21 22:44:23,681 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:44:48,192 | INFO | 📊 Resumen ciclo 30:
2025-10-21 22:44:48,192 | INFO |    🎯 Señales detectadas: 0
2025-10-21 22:44:48,192 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:44:48,192 | INFO |    💼 Posiciones:
2025-10-21 22:44:48,192 | INFO |       ADAUSDT: SELL @ $0.64
2025-10-21 22:44:48,192 | INFO |       AVAXUSDT: SELL @ $19.36
2025-10-21 22:44:48,192 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:45:18,199 | INFO | 
🔍 CICLO 31 - 22:45:18
2025-10-21 22:45:18,199 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:45:34,572 | INFO | 📊 Resumen ciclo 31:
2025-10-21 22:45:34,574 | INFO |    🎯 Señales detectadas: 0
2025-10-21 22:45:34,574 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:45:34,574 | INFO |    💼 Posiciones:
2025-10-21 22:45:34,574 | INFO |       ADAUSDT: SELL @ $0.64
2025-10-21 22:45:34,574 | INFO |       AVAXUSDT: SELL @ $19.36
2025-10-21 22:45:34,575 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:46:04,576 | INFO | 
🔍 CICLO 32 - 22:46:04
2025-10-21 22:46:04,576 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:46:23,021 | INFO | 📊 Resumen ciclo 32:
2025-10-21 22:46:23,021 | INFO |    🎯 Señales detectadas: 0
2025-10-21 22:46:23,021 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:46:23,021 | INFO |    💼 Posiciones:
2025-10-21 22:46:23,021 | INFO |       ADAUSDT: SELL @ $0.64
2025-10-21 22:46:23,021 | INFO |       AVAXUSDT: SELL @ $19.36
2025-10-21 22:46:23,021 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:46:53,024 | INFO | 
🔍 CICLO 33 - 22:46:53
2025-10-21 22:46:53,024 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:47:10,625 | INFO | 📊 Resumen ciclo 33:
2025-10-21 22:47:10,625 | INFO |    🎯 Señales detectadas: 0
2025-10-21 22:47:10,625 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:47:10,625 | INFO |    💼 Posiciones:
